2018-01-29 11:09:24,824 - root - INFO - ############################### START ###############################
2018-01-29 11:42:18,710 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 小胖, Spend 0.07105159759521484 seconds
2018-01-29 11:42:18,778 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.06003880500793457 seconds
2018-01-29 11:42:18,830 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.04403233528137207 seconds
2018-01-29 11:42:18,899 - root - INFO - SUCCESS    Clear and type element: <id->email> content: xiaopang@163.com, Spend 0.06304359436035156 seconds
2018-01-29 11:42:18,989 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18855554444, Spend 0.08506083488464355 seconds
2018-01-29 11:42:19,076 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.08305978775024414 seconds
2018-01-29 11:42:23,871 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.735888957977295 seconds
2018-01-29 11:42:23,892 - root - INFO - ###############################  End  ###############################
2018-01-29 11:42:29,236 - root - INFO - 发送邮件成功
2018-01-29 13:44:26,541 - root - INFO - ############################### START ###############################
2018-01-29 13:45:05,968 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 39.36083507537842 seconds
2018-01-29 13:45:06,914 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.8796219825744629 seconds
2018-01-29 13:45:09,579 - root - INFO - SUCCESS    Navigated to http://192.168.1.203:8080/ips/login.real.jsp, Spend 2.6588830947875977 seconds
2018-01-29 13:45:09,896 - root - INFO - SUCCESS    Clear and type element: <id->username> content: admin, Spend 0.31021857261657715 seconds
2018-01-29 13:45:10,351 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.44931912422180176 seconds
2018-01-29 13:45:10,740 - root - INFO - SUCCESS    Clicked element: <id->btnLogin>, Spend 0.3832716941833496 seconds
2018-01-29 13:45:15,980 - root - INFO - SUCCESS    Clicked element: <xpath->html/body/div[10]/div[1]/a>, Spend 0.2171628475189209 seconds
2018-01-29 13:45:16,201 - root - INFO - SUCCESS    Clicked element: <xpath->//div[@id="navMenu"]/ul/li[7]/a/img>, Spend 0.10807633399963379 seconds
2018-01-29 13:45:16,347 - root - INFO - SUCCESS    Switch to frame element: <id->fNav>, Spend 0.13709521293640137 seconds
2018-01-29 13:45:17,731 - root - INFO - SUCCESS    Clicked element: <id->spage.data.tree39>, Spend 1.3779757022857666 seconds
2018-01-29 13:45:18,097 - root - INFO - SUCCESS    Switch to frame out, Spend 0.27719783782958984 seconds
2018-01-29 13:45:18,655 - root - INFO - SUCCESS    Switch to frame element: <id->fMain>, Spend 0.5493879318237305 seconds
2018-01-29 13:45:18,764 - root - INFO - SUCCESS    Switch to frame element: <name->fRight>, Spend 0.027019500732421875 seconds
2018-01-29 13:45:20,968 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.18413162231445312 seconds
2018-01-29 13:45:21,129 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: daxiong, Spend 0.14810442924499512 seconds
2018-01-29 13:45:21,206 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 大熊, Spend 0.0720512866973877 seconds
2018-01-29 13:45:21,279 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.0670461654663086 seconds
2018-01-29 13:45:21,347 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.06104397773742676 seconds
2018-01-29 13:45:21,457 - root - INFO - SUCCESS    Clear and type element: <id->email> content: daxiong@163.com, Spend 0.1030738353729248 seconds
2018-01-29 13:45:21,689 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18826051234, Spend 0.21915507316589355 seconds
2018-01-29 13:45:21,759 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.061043500900268555 seconds
2018-01-29 13:45:24,934 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.05203843116760254 seconds
2018-01-29 13:45:24,994 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: xiaopang, Spend 0.054039716720581055 seconds
2018-01-29 13:45:25,047 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 小胖, Spend 0.047034502029418945 seconds
2018-01-29 13:45:25,106 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.055039405822753906 seconds
2018-01-29 13:45:25,153 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.04002833366394043 seconds
2018-01-29 13:45:25,227 - root - INFO - SUCCESS    Clear and type element: <id->email> content: xiaopang@163.com, Spend 0.06904888153076172 seconds
2018-01-29 13:45:25,288 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18855554444, Spend 0.056038618087768555 seconds
2018-01-29 13:45:25,390 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.0960695743560791 seconds
2018-01-29 13:45:30,621 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.9023456573486328 seconds
2018-01-29 13:45:30,701 - root - INFO - ###############################  End  ###############################
2018-01-29 13:45:35,919 - root - INFO - 发送邮件成功
2018-01-29 14:10:59,036 - root - INFO - ############################### START ###############################
2018-01-29 14:11:17,266 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 18.222901105880737 seconds
2018-01-29 14:11:17,709 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.43230462074279785 seconds
2018-01-29 14:11:18,812 - root - INFO - SUCCESS    Navigated to http://192.168.1.203:8080/ips/login.real.jsp, Spend 1.0977778434753418 seconds
2018-01-29 14:11:18,930 - root - INFO - SUCCESS    Clear and type element: <id->username> content: admin, Spend 0.09306621551513672 seconds
2018-01-29 14:11:19,015 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.07705426216125488 seconds
2018-01-29 14:11:19,161 - root - INFO - SUCCESS    Clicked element: <id->btnLogin>, Spend 0.13810014724731445 seconds
2018-01-29 14:11:24,196 - root - INFO - SUCCESS    Clicked element: <xpath->html/body/div[10]/div[1]/a>, Spend 0.026019573211669922 seconds
2018-01-29 14:11:24,231 - root - INFO - SUCCESS    Clicked element: <xpath->//div[@id="navMenu"]/ul/li[7]/a/img>, Spend 0.030020952224731445 seconds
2018-01-29 14:11:24,255 - root - INFO - SUCCESS    Switch to frame element: <id->fNav>, Spend 0.01701188087463379 seconds
2018-01-29 14:11:25,783 - root - INFO - SUCCESS    Clicked element: <id->spage.data.tree39>, Spend 1.5210764408111572 seconds
2018-01-29 14:11:26,036 - root - INFO - SUCCESS    Switch to frame out, Spend 0.23916864395141602 seconds
2018-01-29 14:11:26,557 - root - INFO - SUCCESS    Switch to frame element: <id->fMain>, Spend 0.5143649578094482 seconds
2018-01-29 14:11:27,206 - root - INFO - SUCCESS    Switch to frame element: <name->fRight>, Spend 0.6404554843902588 seconds
2018-01-29 14:11:29,396 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.18112921714782715 seconds
2018-01-29 14:11:29,464 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: daxiong, Spend 0.05704164505004883 seconds
2018-01-29 14:11:29,551 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 大熊, Spend 0.07805800437927246 seconds
2018-01-29 14:11:29,651 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.08506155014038086 seconds
2018-01-29 14:11:29,727 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.07005023956298828 seconds
2018-01-29 14:11:29,810 - root - INFO - SUCCESS    Clear and type element: <id->email> content: daxiong@163.com, Spend 0.07705521583557129 seconds
2018-01-29 14:11:29,908 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18826051234, Spend 0.0860605239868164 seconds
2018-01-29 14:11:30,031 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.11608266830444336 seconds
2018-01-29 14:11:33,338 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.029017925262451172 seconds
2018-01-29 14:11:33,423 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: xiaopang, Spend 0.07805562019348145 seconds
2018-01-29 14:11:33,502 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 小胖, Spend 0.07305312156677246 seconds
2018-01-29 14:11:33,573 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.06604504585266113 seconds
2018-01-29 14:11:33,629 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.05103445053100586 seconds
2018-01-29 14:11:33,730 - root - INFO - SUCCESS    Clear and type element: <id->email> content: xiaopang@163.com, Spend 0.09406661987304688 seconds
2018-01-29 14:11:33,821 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18855554444, Spend 0.0790550708770752 seconds
2018-01-29 14:11:33,925 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.10007166862487793 seconds
2018-01-29 14:11:39,309 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.9573936462402344 seconds
2018-01-29 14:11:39,326 - root - INFO - ###############################  End  ###############################
2018-01-29 14:11:43,336 - root - INFO - 发送邮件成功
2018-01-29 14:16:06,497 - root - INFO - ############################### START ###############################
2018-01-29 14:16:24,289 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 17.785590648651123 seconds
2018-01-29 14:16:24,522 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.20914745330810547 seconds
2018-01-29 14:16:25,117 - root - INFO - SUCCESS    Navigated to http://192.168.1.203:8080/ips/login.real.jsp, Spend 0.5904190540313721 seconds
2018-01-29 14:16:25,228 - root - INFO - SUCCESS    Clear and type element: <id->username> content: admin, Spend 0.09706878662109375 seconds
2018-01-29 14:16:25,362 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.12208676338195801 seconds
2018-01-29 14:16:25,434 - root - INFO - SUCCESS    Clicked element: <id->btnLogin>, Spend 0.06704831123352051 seconds
2018-01-29 14:16:30,740 - root - INFO - SUCCESS    Clicked element: <xpath->html/body/div[10]/div[1]/a>, Spend 0.2992105484008789 seconds
2018-01-29 14:16:30,898 - root - INFO - SUCCESS    Clicked element: <xpath->//div[@id="navMenu"]/ul/li[7]/a/img>, Spend 0.15210819244384766 seconds
2018-01-29 14:16:31,008 - root - INFO - SUCCESS    Switch to frame element: <id->fNav>, Spend 0.09806680679321289 seconds
2018-01-29 14:16:32,134 - root - INFO - SUCCESS    Clicked element: <id->spage.data.tree39>, Spend 1.1207935810089111 seconds
2018-01-29 14:16:32,637 - root - INFO - SUCCESS    Switch to frame out, Spend 0.4963514804840088 seconds
2018-01-29 14:16:33,123 - root - INFO - SUCCESS    Switch to frame element: <id->fMain>, Spend 0.4793403148651123 seconds
2018-01-29 14:16:33,379 - root - INFO - SUCCESS    Switch to frame element: <name->fRight>, Spend 0.2491762638092041 seconds
2018-01-29 14:16:35,539 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.15207791328430176 seconds
2018-01-29 14:16:35,660 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: daxiong, Spend 0.11608409881591797 seconds
2018-01-29 14:16:35,910 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 大熊, Spend 0.23816871643066406 seconds
2018-01-29 14:16:35,985 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.06404542922973633 seconds
2018-01-29 14:16:36,037 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.046033382415771484 seconds
2018-01-29 14:16:36,120 - root - INFO - SUCCESS    Clear and type element: <id->email> content: daxiong@163.com, Spend 0.0790555477142334 seconds
2018-01-29 14:16:36,207 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18826051234, Spend 0.08005523681640625 seconds
2018-01-29 14:16:36,330 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.11507987976074219 seconds
2018-01-29 14:16:39,441 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.026007413864135742 seconds
2018-01-29 14:16:39,511 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: xiaopang, Spend 0.06504702568054199 seconds
2018-01-29 14:16:39,564 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 小胖, Spend 0.04503345489501953 seconds
2018-01-29 14:16:39,614 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.042031049728393555 seconds
2018-01-29 14:16:39,665 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.04503154754638672 seconds
2018-01-29 14:16:39,749 - root - INFO - SUCCESS    Clear and type element: <id->email> content: xiaopang@163.com, Spend 0.07805609703063965 seconds
2018-01-29 14:16:39,807 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18855554444, Spend 0.053038835525512695 seconds
2018-01-29 14:16:39,904 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.09206628799438477 seconds
2018-01-29 14:16:44,823 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.8663227558135986 seconds
2018-01-29 14:16:44,837 - root - INFO - ###############################  End  ###############################
2018-01-29 14:16:48,215 - root - ERROR - 发送邮件失败
2018-01-29 14:23:20,988 - root - INFO - ############################### START ###############################
2018-01-29 14:23:38,023 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 17.03105640411377 seconds
2018-01-29 14:23:38,339 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.305217981338501 seconds
2018-01-29 14:23:38,828 - root - INFO - SUCCESS    Navigated to http://192.168.1.203:8080/ips/login.real.jsp, Spend 0.4793388843536377 seconds
2018-01-29 14:23:38,927 - root - INFO - SUCCESS    Clear and type element: <id->username> content: admin, Spend 0.08305954933166504 seconds
2018-01-29 14:23:39,006 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.0720522403717041 seconds
2018-01-29 14:23:39,088 - root - INFO - SUCCESS    Clicked element: <id->btnLogin>, Spend 0.07405352592468262 seconds
2018-01-29 14:23:44,370 - root - INFO - SUCCESS    Clicked element: <xpath->html/body/div[10]/div[1]/a>, Spend 0.27619457244873047 seconds
2018-01-29 14:23:44,734 - root - INFO - SUCCESS    Clicked element: <xpath->//div[@id="navMenu"]/ul/li[7]/a/img>, Spend 0.3522498607635498 seconds
2018-01-29 14:23:44,808 - root - INFO - SUCCESS    Switch to frame element: <id->fNav>, Spend 0.06804823875427246 seconds
2018-01-29 14:23:45,971 - root - INFO - SUCCESS    Clicked element: <id->spage.data.tree39>, Spend 1.1548187732696533 seconds
2018-01-29 14:23:46,180 - root - INFO - SUCCESS    Switch to frame out, Spend 0.20114421844482422 seconds
2018-01-29 14:23:46,422 - root - INFO - SUCCESS    Switch to frame element: <id->fMain>, Spend 0.22916269302368164 seconds
2018-01-29 14:23:46,735 - root - INFO - SUCCESS    Switch to frame element: <name->fRight>, Spend 0.29821085929870605 seconds
2018-01-29 14:23:48,863 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.11806869506835938 seconds
2018-01-29 14:23:48,968 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: daxiong, Spend 0.09907126426696777 seconds
2018-01-29 14:23:49,031 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 大熊, Spend 0.0580289363861084 seconds
2018-01-29 14:23:49,098 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.062044382095336914 seconds
2018-01-29 14:23:49,153 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.04902291297912598 seconds
2018-01-29 14:23:49,221 - root - INFO - SUCCESS    Clear and type element: <id->email> content: daxiong@163.com, Spend 0.06304383277893066 seconds
2018-01-29 14:23:49,288 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18826051234, Spend 0.06004166603088379 seconds
2018-01-29 14:23:49,378 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.08506035804748535 seconds
2018-01-29 14:23:52,465 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.026004314422607422 seconds
2018-01-29 14:23:52,531 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: xiaopang, Spend 0.06104278564453125 seconds
2018-01-29 14:23:52,582 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 小胖, Spend 0.04303145408630371 seconds
2018-01-29 14:23:52,636 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.0480349063873291 seconds
2018-01-29 14:23:52,692 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.04903388023376465 seconds
2018-01-29 14:23:52,748 - root - INFO - SUCCESS    Clear and type element: <id->email> content: xiaopang@163.com, Spend 0.05103659629821777 seconds
2018-01-29 14:23:52,807 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18855554444, Spend 0.05303812026977539 seconds
2018-01-29 14:23:52,884 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.07004976272583008 seconds
2018-01-29 14:23:57,636 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.7692458629608154 seconds
2018-01-29 14:23:57,664 - root - INFO - ###############################  End  ###############################
2018-01-29 14:24:01,131 - root - ERROR - 发送邮件失败
2018-01-29 14:28:10,871 - root - INFO - ############################### START ###############################
2018-01-29 14:28:29,020 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 18.144845962524414 seconds
2018-01-29 14:28:29,248 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.21715259552001953 seconds
2018-01-29 14:28:29,753 - root - INFO - SUCCESS    Navigated to http://192.168.1.203:8080/ips/login.real.jsp, Spend 0.49735236167907715 seconds
2018-01-29 14:28:29,840 - root - INFO - SUCCESS    Clear and type element: <id->username> content: admin, Spend 0.0740499496459961 seconds
2018-01-29 14:28:29,975 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.1270885467529297 seconds
2018-01-29 14:28:30,059 - root - INFO - SUCCESS    Clicked element: <id->btnLogin>, Spend 0.07705497741699219 seconds
2018-01-29 14:28:35,089 - root - INFO - FAIL    Unable to click element: <xpath->html/body/div[10]/div[1]/a>, Spend 0.019962787628173828 seconds
2018-01-29 14:28:36,739 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.6431469917297363 seconds
2018-01-29 14:28:36,744 - root - INFO - ###############################  End  ###############################
2018-01-29 14:28:40,828 - root - INFO - 发送邮件成功
2018-01-29 14:38:58,915 - root - INFO - ############################### START ###############################
2018-01-29 14:39:14,454 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 15.532998323440552 seconds
2018-01-29 14:39:14,779 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.31522536277770996 seconds
2018-01-29 14:39:15,456 - root - INFO - SUCCESS    Navigated to http://192.168.1.203:8080/ips/login.real.jsp, Spend 0.668473482131958 seconds
2018-01-29 14:39:15,549 - root - INFO - SUCCESS    Clear and type element: <id->username> content: admin, Spend 0.08606338500976562 seconds
2018-01-29 14:39:15,629 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.0720517635345459 seconds
2018-01-29 14:39:15,725 - root - INFO - SUCCESS    Clicked element: <id->btnLogin>, Spend 0.08706355094909668 seconds
2018-01-29 14:39:20,783 - root - INFO - SUCCESS    Clicked element: <xpath->html/body/div[10]/div[1]/a>, Spend 0.04703474044799805 seconds
2018-01-29 14:39:20,834 - root - INFO - SUCCESS    Clicked element: <xpath->//div[@id="navMenu"]/ul/li[7]/a/img>, Spend 0.04503321647644043 seconds
2018-01-29 14:39:20,900 - root - INFO - SUCCESS    Switch to frame element: <id->fNav>, Spend 0.059043169021606445 seconds
2018-01-29 14:39:22,023 - root - INFO - SUCCESS    Clicked element: <id->spage.data.tree39>, Spend 1.1177923679351807 seconds
2018-01-29 14:39:22,240 - root - INFO - SUCCESS    Switch to frame out, Spend 0.2111499309539795 seconds
2018-01-29 14:39:22,491 - root - INFO - SUCCESS    Switch to frame element: <id->fMain>, Spend 0.23516631126403809 seconds
2018-01-29 14:39:22,805 - root - INFO - SUCCESS    Switch to frame element: <name->fRight>, Spend 0.30321550369262695 seconds
2018-01-29 14:39:24,892 - root - INFO - SUCCESS    Clicked element: <xpath->html/body/div[1]/div[2]/div/div/div[2]/table/tbody/tr[6]/td[7]/div/a[2]/img>, Spend 0.08200287818908691 seconds
2018-01-29 14:39:26,983 - root - INFO - FAIL    Unable to clear and type element: <id->loginId> content: xiaohong, Spend 0.08506441116333008 seconds
2018-01-29 14:39:29,026 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 2.03745698928833 seconds
2018-01-29 14:39:29,031 - root - INFO - ###############################  End  ###############################
2018-01-29 14:39:32,992 - root - INFO - 发送邮件成功
2018-01-29 14:40:15,540 - root - INFO - ############################### START ###############################
2018-01-29 14:41:21,102 - root - INFO - ############################### START ###############################
2018-01-29 14:41:35,526 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 14.417207479476929 seconds
2018-01-29 14:41:35,846 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.3102080821990967 seconds
2018-01-29 14:41:36,874 - root - INFO - SUCCESS    Navigated to http://192.168.1.203:8080/ips/login.real.jsp, Spend 1.0197219848632812 seconds
2018-01-29 14:41:36,986 - root - INFO - SUCCESS    Clear and type element: <id->username> content: admin, Spend 0.09106659889221191 seconds
2018-01-29 14:41:37,124 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.08305907249450684 seconds
2018-01-29 14:41:37,212 - root - INFO - SUCCESS    Clicked element: <id->btnLogin>, Spend 0.08105802536010742 seconds
2018-01-29 14:41:47,337 - root - INFO - FAIL    Unable to click element: <xpath->html/body/div[10]/div[1]/a>, Spend 5.117652893066406 seconds
2018-01-29 14:41:49,224 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.868351697921753 seconds
2018-01-29 14:41:49,242 - root - INFO - ###############################  End  ###############################
2018-01-29 14:41:53,124 - root - INFO - 发送邮件成功
2018-01-29 14:42:10,335 - root - INFO - ############################### START ###############################
2018-01-29 14:42:26,876 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 16.533956289291382 seconds
2018-01-29 14:42:27,330 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.44731950759887695 seconds
2018-01-29 14:42:27,777 - root - INFO - SUCCESS    Navigated to http://192.168.1.203:8080/ips/login.real.jsp, Spend 0.4383108615875244 seconds
2018-01-29 14:42:27,861 - root - INFO - SUCCESS    Clear and type element: <id->username> content: admin, Spend 0.07805395126342773 seconds
2018-01-29 14:42:27,931 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.06204080581665039 seconds
2018-01-29 14:42:28,137 - root - INFO - SUCCESS    Clicked element: <id->btnLogin>, Spend 0.19513845443725586 seconds
2018-01-29 14:42:33,202 - root - INFO - SUCCESS    Clicked element: <xpath->html/body/div[10]/div[1]/a>, Spend 0.04897570610046387 seconds
2018-01-29 14:42:33,237 - root - INFO - SUCCESS    Clicked element: <xpath->//div[@id="navMenu"]/ul/li[7]/a/img>, Spend 0.0290219783782959 seconds
2018-01-29 14:42:33,256 - root - INFO - SUCCESS    Switch to frame element: <id->fNav>, Spend 0.014008522033691406 seconds
2018-01-29 14:42:34,359 - root - INFO - SUCCESS    Clicked element: <id->spage.data.tree39>, Spend 1.0967741012573242 seconds
2018-01-29 14:42:34,480 - root - INFO - SUCCESS    Switch to frame out, Spend 0.11408114433288574 seconds
2018-01-29 14:42:34,510 - root - INFO - SUCCESS    Switch to frame element: <id->fMain>, Spend 0.01801300048828125 seconds
2018-01-29 14:42:34,533 - root - INFO - SUCCESS    Switch to frame element: <name->fRight>, Spend 0.012995719909667969 seconds
2018-01-29 14:42:36,791 - root - INFO - SUCCESS    Clicked element: <xpath->html/body/div[1]/div[2]/div/div/div[2]/table/tbody/tr[6]/td[7]/div/a[2]/img>, Spend 0.2511777877807617 seconds
2018-01-29 14:42:38,836 - root - INFO - FAIL    Unable to clear and type element: <id->loginId> content: xiaohong, Spend 0.04001474380493164 seconds
2018-01-29 14:42:40,472 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.6311547756195068 seconds
2018-01-29 14:42:40,476 - root - INFO - ###############################  End  ###############################
2018-01-29 14:42:44,376 - root - INFO - 发送邮件成功
2018-01-29 14:45:30,659 - root - INFO - ############################### START ###############################
2018-01-29 14:45:47,005 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 16.339556455612183 seconds
2018-01-29 14:45:47,279 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.2631816864013672 seconds
2018-01-29 14:45:48,055 - root - INFO - SUCCESS    Navigated to http://192.168.1.203:8080/ips/login.real.jsp, Spend 0.7655408382415771 seconds
2018-01-29 14:45:48,139 - root - INFO - SUCCESS    Clear and type element: <id->username> content: admin, Spend 0.07705354690551758 seconds
2018-01-29 14:45:48,225 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.07905840873718262 seconds
2018-01-29 14:45:48,320 - root - INFO - SUCCESS    Clicked element: <id->btnLogin>, Spend 0.0890648365020752 seconds
2018-01-29 14:45:53,388 - root - INFO - SUCCESS    Clicked element: <xpath->html/body/div[10]/div[1]/a>, Spend 0.05998563766479492 seconds
2018-01-29 14:45:53,426 - root - INFO - SUCCESS    Clicked element: <xpath->//div[@id="navMenu"]/ul/li[7]/a/img>, Spend 0.031023502349853516 seconds
2018-01-29 14:45:53,493 - root - INFO - SUCCESS    Switch to frame element: <id->fNav>, Spend 0.06004166603088379 seconds
2018-01-29 14:45:54,629 - root - INFO - SUCCESS    Clicked element: <id->spage.data.tree39>, Spend 1.1287996768951416 seconds
2018-01-29 14:45:54,849 - root - INFO - SUCCESS    Switch to frame out, Spend 0.21214890480041504 seconds
2018-01-29 14:45:55,306 - root - INFO - SUCCESS    Switch to frame element: <id->fMain>, Spend 0.4483158588409424 seconds
2018-01-29 14:45:55,395 - root - INFO - SUCCESS    Switch to frame element: <name->fRight>, Spend 0.07705354690551758 seconds
2018-01-29 14:45:57,544 - root - INFO - SUCCESS    Clicked element: <xpath->html/body/div[1]/div[2]/div/div/div[2]/table/tbody/tr[6]/td[7]/div/a[2]/img>, Spend 0.1390981674194336 seconds
2018-01-29 14:46:00,678 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: xiaohong, Spend 0.11908435821533203 seconds
2018-01-29 14:46:00,749 - root - INFO - SUCCESS    Clicked element: <xpath->html/body/div[5]/div[3]/div/button[2]>, Spend 0.06304287910461426 seconds
2018-01-29 14:46:00,771 - root - INFO - SUCCESS    Judge the alert available, Spend 0.012007951736450195 seconds
2018-01-29 14:46:02,520 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.7422573566436768 seconds
2018-01-29 14:46:02,535 - root - INFO - ###############################  End  ###############################
2018-01-29 14:46:06,437 - root - INFO - 发送邮件成功
2018-01-29 14:50:58,812 - root - INFO - ############################### START ###############################
2018-01-29 14:51:17,564 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 18.745245218276978 seconds
2018-01-29 14:51:17,656 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.08305954933166504 seconds
2018-01-29 14:51:18,213 - root - INFO - SUCCESS    Navigated to http://192.168.1.203:8080/ips/login.real.jsp, Spend 0.5503885746002197 seconds
2018-01-29 14:51:18,301 - root - INFO - SUCCESS    Clear and type element: <id->username> content: admin, Spend 0.08105731010437012 seconds
